district_code,district_name,localbody_code,localbody_name
305,BANKURA,108295,BIKNA
305,BANKURA,108444,BIKRAMPUR
305,BANKURA,108438,BIKRAMPUR
320,NADIA,110887,BIKRAMPUR
316,MALDAH,109986,BILAIMARI
319,MURSHIDABAD,110663,BILBORAKOPRA
303,24 PARAGANAS NORTH,107833,BILKANDA-I
303,24 PARAGANAS NORTH,107834,BILKANDA-II
320,NADIA,110888,BILKUMARI
306,PURBA BARDHAMAN,108620,BILLESWAR
320,NADIA,110889,BILLWAGRAM
306,PURBA BARDHAMAN,108481,BILWAGRAM
311,DINAJPUR UTTAR,109335,BINDOLE
313,HOWRAH,109568,BINLA KRISHNABATI
309,DARJEELING,109130,BINNABARI
314,JALPAIGURI,109735,BINNAGURI
314,JALPAIGURI,109844,BINNAGURI
316,MALDAH,109878,BINODPUR
703,Jhargram,110227,BINPUR
310,DINAJPUR DAKSHIN,109216,BINSHIRA
304,24 PARAGANAS SOUTH,108118,BIPRADASPUR
319,MURSHIDABAD,110584,BIPRASEKHAR
307,BIRBHUM,108794,BIPRATIKURI
317,MEDINIPUR EAST,110075,BIRBANDAR
311,DINAJPUR UTTAR,109336,BIRGHOI
320,NADIA,110809,BIROHI-I
320,NADIA,110810,BIROHI-II
664,Alipurduar,109797,BIRPARA-I
664,Alipurduar,109798,BIRPARA-II
320,NADIA,110890,BIRPUR-I
320,NADIA,110891,BIRPUR-II
305,BANKURA,108405,BIRSINGHA
317,MEDINIPUR EAST,110144,BIRULIA
317,MEDINIPUR EAST,110214,BISHNUBAR-I
317,MEDINIPUR EAST,110215,BISHNUBAR-II
318,MEDINIPUR WEST,110483,BISHNUPUR
318,MEDINIPUR WEST,110496,BISHNUPUR
307,BIRBHUM,108889,BISHNUPUR
311,DINAJPUR UTTAR,109282,BISHNUPUR
303,24 PARAGANAS NORTH,107928,BISHPUR
321,PURULIA,111045,BISRI
303,24 PARAGANAS NORTH,107969,BITHARI HAKIMPUR
305,BANKURA,108406,BIUR-BETUR
310,DINAJPUR DAKSHIN,109184,BOALDAR
314,JALPAIGURI,109764,BOALMARI-NANDANPUR
311,DINAJPUR UTTAR,109314,BOCHADANGA
303,24 PARAGANAS NORTH,107780,BODAI
304,24 PARAGANAS SOUTH,108009,BODRA
319,MURSHIDABAD,110744,BOGDADNAGAR
306,PURBA BARDHAMAN,108706,BOGPUR
306,PURBA BARDHAMAN,108687,BOHAR-I
306,PURBA BARDHAMAN,108688,BOHAR-II
319,MURSHIDABAD,110735,BOKHARA-I
319,MURSHIDABAD,110736,BOKHARA-II
306,PURBA BARDHAMAN,108508,BOLGONA
310,DINAJPUR DAKSHIN,109185,BOLLA
304,24 PARAGANAS SOUTH,108087,BOLSIDDHI KALINAGAR
702,KALIMPONG,261001,BONG
307,BIRBHUM,108882,BONHAT
312,HOOGHLY,109529,BORA
312,HOOGHLY,109530,BORAIPAHALAMPUR
321,PURULIA,111055,BOROJARAGARA
321,PURULIA,111068,BOWRIDIH
308,COOCHBEHAR,108979,BOXIGANJ
317,MEDINIPUR EAST,110145,BOYAL-I
317,MEDINIPUR EAST,110146,BOYAL-II
305,BANKURA,108342,BRAHMANDIHA
308,COOCHBEHAR,109014,BRAHMOTTAR-CHATRA
310,DINAJPUR DAKSHIN,109194,BRAJABALLAVPUR
304,24 PARAGANAS SOUTH,108250,BRAJABALLAVPUR
317,MEDINIPUR EAST,110021,BRAJALALCHAK
317,MEDINIPUR EAST,110166,BRAJALALPUR
305,BANKURA,108343,BRAJARAJPUR
317,MEDINIPUR EAST,110089,BRINDABANCHAK
305,BANKURA,108304,BRINDABANPUR
317,MEDINIPUR EAST,110022,BRINDABANPUR-I
317,MEDINIPUR EAST,110023,BRINDABANPUR-II
304,24 PARAGANAS SOUTH,107979,BRINDAKHALI
320,NADIA,110787,BRITTIHUDA
306,PURBA BARDHAMAN,108539,BUDBUD
304,24 PARAGANAS SOUTH,108241,BUDHAKHALI
307,BIRBHUM,108890,BUDHIGRAM
316,MALDAH,109906,BULBULCHANDI
309,DARJEELING,109131,BURAGANJ
318,MEDINIPUR WEST,110484,BURAL
321,PURULIA,110963,BURDA-KALIMATI
321,PURULIA,111056,BURIBANDH
308,COOCHBEHAR,108970,BURIRHAT-I
308,COOCHBEHAR,108971,BURIRHAT-II
304,24 PARAGANAS SOUTH,108056,BURUL
319,MURSHIDABAD,110585,BURWAN-I
319,MURSHIDABAD,110586,BURWAN-II
304,24 PARAGANAS SOUTH,108050,BUTA
317,MEDINIPUR EAST,110122,BYABATTARHATPASCHIM
317,MEDINIPUR EAST,110123,BYABATTARHATPURBA
319,MURSHIDABAD,110745,CHACHANDA
311,DINAJPUR UTTAR,109283,CHAINAGAR
318,MEDINIPUR WEST,110283,CHAIPAT
303,24 PARAGANAS NORTH,107939,CHAITAL
317,MEDINIPUR EAST,110207,CHAITANYAPUR
317,MEDINIPUR EAST,110149,CHAITANYAPUR-I
319,MURSHIDABAD,110517,CHAITANYAPUR-I
317,MEDINIPUR EAST,110150,CHAITANYAPUR-II
319,MURSHIDABAD,110518,CHAITANYAPUR-II
304,24 PARAGANAS SOUTH,108040,CHAK ENAYETNAGAR
321,PURULIA,111087,CHAKALTORE
308,COOCHBEHAR,108926,CHAKCHAKA
306,PURBA BARDHAMAN,108561,CHAKDIGHI
320,NADIA,110863,CHAKDIGNAGAR
317,MEDINIPUR EAST,110072,CHAKDWIPA
318,MEDINIPUR WEST,110259,CHAKISMAILPUR
303,24 PARAGANAS NORTH,107873,CHAKLA
318,MEDINIPUR WEST,110420,CHAKMAKAMPUR
304,24 PARAGANAS SOUTH,108057,CHAKMANIK
316,MALDAH,109892,CHAKNAGAR
664,Alipurduar,109711,CHAKOWAKHETI
313,HOWRAH,109598,CHAKPARA ANANDANAGAR
317,MEDINIPUR EAST,110124,CHAKSHIMULIA
306,PURBA BARDHAMAN,108540,CHAKTENTUL
311,DINAJPUR UTTAR,109258,CHAKULIA
310,DINAJPUR DAKSHIN,109186,CHAKVRIGU
310,DINAJPUR DAKSHIN,109203,CHALOON
304,24 PARAGANAS SOUTH,108024,CHALTABERIA
304,24 PARAGANAS SOUTH,108131,CHALTABERIA
317,MEDINIPUR EAST,110051,CHALTI
304,24 PARAGANAS SOUTH,108106,CHALUARI
312,HOOGHLY,109547,CHAMPADANGA
314,JALPAIGURI,109841,CHAMPAGURI
304,24 PARAGANAS SOUTH,107980,CHAMPAHATI
303,24 PARAGANAS NORTH,107940,CHAMPALI
303,24 PARAGANAS NORTH,107846,CHAMPAPUKUR
309,DARJEELING,109149,CHAMPASARI
303,24 PARAGANAS NORTH,107874,CHAMPATALA
313,HOWRAH,109599,CHAMRAIL
308,COOCHBEHAR,109015,CHAMTA
314,JALPAIGURI,109736,CHAMURCHI
306,PURBA BARDHAMAN,108646,CHANAK
316,MALDAH,109864,CHANCHOL
703,Jhargram,110464,CHANDABILLA
308,COOCHBEHAR,108936,CHANDAMARI
304,24 PARAGANAS SOUTH,108010,CHANDANESWAR-I
304,24 PARAGANAS SOUTH,108011,CHANDANESWAR-II
312,HOOGHLY,109439,CHANDANPUR
320,NADIA,110936,CHANDERGHAT
304,24 PARAGANAS SOUTH,108041,CHANDI
307,BIRBHUM,108865,CHANDIDASNANOOR
303,24 PARAGANAS NORTH,107781,CHANDIGARH
303,24 PARAGANAS NORTH,107817,CHANDIGARH-ROHANDA
304,24 PARAGANAS SOUTH,108164,CHANDIPUR
303,24 PARAGANAS NORTH,107788,CHANDIPUR
313,HOWRAH,109694,CHANDIPUR
312,HOOGHLY,109386,CHANDITALA
316,MALDAH,109987,CHANDMONI-I
316,MALDAH,109988,CHANDMONI-II
303,24 PARAGANAS NORTH,107883,CHANDPARA
303,24 PARAGANAS NORTH,107945,CHANDPUR
316,MALDAH,109857,CHANDPUR
319,MURSHIDABAD,110693,CHANDPUR
304,24 PARAGANAS SOUTH,108211,CHANDPUR
321,PURULIA,111077,CHANDRA
318,MEDINIPUR WEST,110430,CHANDRA
321,PURULIA,111046,CHANDRA-PAIRACHALI
313,HOWRAH,109592,CHANDRABHAG
312,HOOGHLY,109393,CHANDRAHATI-I
312,HOOGHLY,109394,CHANDRAHATI-II
316,MALDAH,109871,CHANDRAPARA
307,BIRBHUM,108876,CHANDRAPUR
313,HOWRAH,109558,CHANDRAPUR
703,Jhargram,110465,CHANDRAREKHA
703,Jhargram,110378,CHANDRI
320,NADIA,110768,CHANDURIA-I
320,NADIA,110769,CHANDURIA-II
314,JALPAIGURI,109807,CHANGMARI
308,COOCHBEHAR,109007,CHANGRABANDHA
318,MEDINIPUR WEST,110421,CHANGUAL
314,JALPAIGURI,109808,CHAPADANGA
664,Alipurduar,109722,CHAPORER PAR-I
664,Alipurduar,109723,CHAPORER PAR-II
320,NADIA,244953,CHAPRA-I
320,NADIA,110788,CHAPRA-II
313,HOWRAH,109640,CHARA-PANCHLA
304,24 PARAGANAS SOUTH,107999,CHARABIDYA
303,24 PARAGANAS NORTH,107970,CHARGHAT
316,MALDAH,109959,CHARIANANTAPUR
307,BIRBHUM,108824,CHARICHA
307,BIRBHUM,108866,CHARKALGRAM
312,HOOGHLY,109362,CHARKRISHNABATI
320,NADIA,110878,CHARMAJDIA CHARBRAHMANAGAR
309,DARJEELING,109167,CHATHAT-BANSGAON
307,BIRBHUM,108833,CHATRA
317,MEDINIPUR EAST,110056,CHATRI
304,24 PARAGANAS SOUTH,108285,CHATTA
321,PURULIA,110954,CHATUHANSA
321,PURULIA,110993,CHATUMADAR
307,BIRBHUM,108795,CHAUHATTA-MAHODARI-I
307,BIRBHUM,108796,CHAUHATTA-MAHODARI-II
317,MEDINIPUR EAST,110024,CHAUKHALI
318,MEDINIPUR WEST,110485,CHAULKURI
303,24 PARAGANAS NORTH,107875,CHAURASI
303,24 PARAGANAS NORTH,107856,CHAWBERIA-I
303,24 PARAGANAS NORTH,107857,CHAWBERIA-II
321,PURULIA,111022,CHEKYA
321,PURULIA,111111,CHELIAMA
309,DARJEELING,261047,CHENGA PANIGHATA
664,Alipurduar,109785,CHENGAMARI
319,MURSHIDABAD,110540,CHHAIGHARI
303,24 PARAGANAS NORTH,107858,CHHAIGHORIA
305,BANKURA,108305,CHHANDAR
321,PURULIA,111097,CHHARRADUMDUMI
305,BANKURA,108314,CHHATNA-I
305,BANKURA,108315,CHHATNA-II
303,24 PARAGANAS NORTH,107789,CHHATRA
703,Jhargram,110505,CHHATRI
311,DINAJPUR UTTAR,109299,CHHAYGHARA
320,NADIA,110937,CHHITKA
704,PASCHIM BARDHAMAN,108702,CHHORA
304,24 PARAGANAS SOUTH,108119,CHHOTA MOLLAKHALI
303,24 PARAGANAS NORTH,107808,CHHOTO JAGULIA
308,COOCHBEHAR,109020,CHHOTOSALBARI
312,HOOGHLY,109514,CHILADANGI
308,COOCHBEHAR,109031,CHILKHANA-I
308,COOCHBEHAR,109032,CHILKHANA-II
703,Jhargram,110366,CHILKIGARH
308,COOCHBEHAR,108937,CHILKIRHAT
305,BANKURA,108439,CHILTORE
309,DARJEELING,261032,CHIMNEY-DEORALI
305,BANKURA,108316,CHINABARI
703,Jhargram,110367,CHINCHRA
704,PASCHIM BARDHAMAN,108571,CHINCHURIA
305,BANKURA,108387,CHINGANI
310,DINAJPUR DAKSHIN,109187,CHINGISHPUR
312,HOOGHLY,109474,CHINGRA
304,24 PARAGANAS SOUTH,108051,CHINGRIPOTA
307,BIRBHUM,108766,CHINPAI
321,PURULIA,110986,CHIRUDIH
321,PURULIA,111078,CHIRUDIHI
317,MEDINIPUR EAST,110167,CHISTIPUR-I
317,MEDINIPUR EAST,110168,CHISTIPUR-II
303,24 PARAGANAS NORTH,107847,CHITA
321,PURULIA,111023,CHITMU
319,MURSHIDABAD,110620,CHOA
319,MURSHIDABAD,110629,CHOAPARA
311,DINAJPUR UTTAR,109248,CHOPRA
703,Jhargram,110353,CHORCHITA
321,PURULIA,111106,CHORPAHARI
308,COOCHBEHAR,108972,CHOWDHURIHAT
316,MALDAH,109967,CHOWKI MIRDADPUR
664,Alipurduar,109774,CHUAPARA
703,Jhargram,110379,CHUBKA
304,24 PARAGANAS SOUTH,108000,CHUNAKHALI
309,DARJEELING,260951,CHUNGTONG
304,24 PARAGANAS SOUTH,108143,CHUPRIJHARA
314,JALPAIGURI,109825,CHURABHANDAR
305,BANKURA,108388,CHURAMONIPUR
704,PASCHIM BARDHAMAN,108572,CHURULIA
311,DINAJPUR UTTAR,109249,CHUTIAKHORE
314,JALPAIGURI,109845,DABGRAM-I
314,JALPAIGURI,109846,DABGRAM-II
307,BIRBHUM,108807,DABUK
309,DARJEELING,260952,DADAIPANI
303,24 PARAGANAS NORTH,107818,DADPUR
312,HOOGHLY,109504,DADPUR
319,MURSHIDABAD,110529,DADPUR
319,MURSHIDABAD,110701,DAFARPUR
305,BANKURA,108368,DAHALA
319,MURSHIDABAD,110674,DAHAPARA
703,Jhargram,110228,DAHIJURI
307,BIRBHUM,108883,DAKHALBATI
308,COOCHBEHAR,108980,DAKSHIN BARA HALDIBARI
304,24 PARAGANAS SOUTH,108132,DAKSHIN BARASAT
304,24 PARAGANAS SOUTH,108212,DAKSHIN BISHNUPUR
316,MALDAH,109968,DAKSHIN CHANDIPUR
304,24 PARAGANAS SOUTH,108251,DAKSHIN GANGADHARPUR
304,24 PARAGANAS SOUTH,108031,DAKSHIN GAURIPUR CHAKDHIR
313,HOWRAH,109609,DAKSHIN JHAPARDAHA
304,24 PARAGANAS SOUTH,108221,DAKSHIN LAKSHMINARAYANPUR
304,24 PARAGANAS SOUTH,108252,DAKSHIN RAIPUR
313,HOWRAH,109651,DAKSHIN SANKRAIL
307,BIRBHUM,108808,DAKSHINGRAM
704,PASCHIM BARDHAMAN,108693,DAKSHINKHANDA
317,MEDINIPUR EAST,110125,DAKSHINNARIKELDA
320,NADIA,110802,DAKSHINPARA-I
320,NADIA,110803,DAKSHINPARA-II
702,KALIMPONG,261019,DALAPCHAND
321,PURULIA,110994,DALDALI
664,Alipurduar,109748,DALGAON
702,KALIMPONG,260973,DALIM
311,DINAJPUR UTTAR,109323,DALKHOLA-I
664,Alipurduar,109775,DALSING PARA
306,PURBA BARDHAMAN,108675,DALUIBAZAR-I
306,PURBA BARDHAMAN,108676,DALUIBAZAR-II
310,DINAJPUR DAKSHIN,109204,DAMDAMA
314,JALPAIGURI,109809,DAMDIM
310,DINAJPUR DAKSHIN,109188,DANGA
319,MURSHIDABAD,110675,DANGAPARA
318,MEDINIPUR WEST,110486,DANRRA
318,MEDINIPUR WEST,110260,DANTAN-I
318,MEDINIPUR WEST,110261,DANTAN-II
321,PURULIA,110971,DARDA
304,24 PARAGANAS SOUTH,108068,DARIA
317,MEDINIPUR EAST,110052,DARIYAPUR
309,DARJEELING,260953,DARJEELING-I
309,DARJEELING,260954,DARJEELING-II
312,HOOGHLY,109406,DASHGHARA-I
312,HOOGHLY,109407,DASHGHARA-II
318,MEDINIPUR WEST,110487,DASHGRAM
307,BIRBHUM,108867,DASKALGRAM-KAREYA-I
307,BIRBHUM,108868,DASKALGRAM-KAREYA-II
307,BIRBHUM,108814,DASPALSA
311,DINAJPUR UTTAR,109250,DASPARA
318,MEDINIPUR WEST,110273,DASPUR-I
318,MEDINIPUR WEST,110274,DASPUR-II
303,24 PARAGANAS NORTH,107809,DATTAPUKUR-I
303,24 PARAGANAS NORTH,107810,DATTAPUKUR-II
308,COOCHBEHAR,108938,DAUAGURI
317,MEDINIPUR EAST,110133,DAUDPUR
319,MURSHIDABAD,110541,DAULATABAD
316,MALDAH,109921,DAULATPUR
320,NADIA,110915,DEBAGRAM
320,NADIA,110819,DEBAGRAM
312,HOOGHLY,109395,DEBANANDAPUR
317,MEDINIPUR EAST,110040,DEBENDRA
318,MEDINIPUR WEST,110497,DEBGRAM
318,MEDINIPUR WEST,110488,DEBHOG
317,MEDINIPUR EAST,110073,DEBHOG
304,24 PARAGANAS SOUTH,108107,DEBIPUR
319,MURSHIDABAD,110630,DEBIPUR
316,MALDAH,109989,DEBIPUR
313,HOWRAH,109683,DEBIPUR
304,24 PARAGANAS SOUTH,108222,DEBIPUR
306,PURBA BARDHAMAN,108677,DEBIPUR
319,MURSHIDABAD,110519,DEBKUNDU
318,MEDINIPUR WEST,110298,DEBRA-I
318,MEDINIPUR WEST,110299,DEBRA-II
306,PURBA BARDHAMAN,108487,DEBSHALA
303,24 PARAGANAS NORTH,107876,DEGANGA-I
303,24 PARAGANAS NORTH,107877,DEGANGA-II
704,PASCHIM BARDHAMAN,108748,DENDUA
306,PURBA BARDHAMAN,108662,DENUR
308,COOCHBEHAR,108939,DEOANHAT
308,COOCHBEHAR,109033,DEOCHARAI
664,Alipurduar,109749,DEOGAON
321,PURULIA,111069,DEOLI
310,DINAJPUR DAKSHIN,109223,DEOR
316,MALDAH,109893,DEOTALA
317,MEDINIPUR EAST,110190,DEPAL
304,24 PARAGANAS SOUTH,108088,DERAK
317,MEDINIPUR EAST,110090,DERIACHAK
307,BIRBHUM,108902,DERIAPUR
317,MEDINIPUR EAST,110065,DESHBANDHU
305,BANKURA,108374,DESRA-KOALPARA
307,BIRBHUM,108825,DEUCHA
310,DINAJPUR DAKSHIN,109231,DEUL
304,24 PARAGANAS SOUTH,108176,DEULBARI DEBIPUR
304,24 PARAGANAS SOUTH,108078,DEULI-I
304,24 PARAGANAS SOUTH,108079,DEULI-II
317,MEDINIPUR EAST,110074,DEULPOTA
313,HOWRAH,109641,DEULPUR
318,MEDINIPUR WEST,110343,DEWANCHAK-I
318,MEDINIPUR WEST,110344,DEWANCHAK-II
308,COOCHBEHAR,108981,DEWANGANJ
319,MURSHIDABAD,110664,DEWANSARAI
320,NADIA,110770,DEWLI
320,NADIA,110864,DEYPARA
305,BANKURA,108317,DHABAN
304,24 PARAGANAS SOUTH,108263,DHABLAT
318,MEDINIPUR WEST,110315,DHADIKA
321,PURULIA,110987,DHADKA
318,MEDINIPUR WEST,110401,DHALHARA
317,MEDINIPUR EAST,110198,DHALHARA
308,COOCHBEHAR,109034,DHALPAL-I
308,COOCHBEHAR,109035,DHALPAL-II
310,DINAJPUR DAKSHIN,109217,DHALPARA
304,24 PARAGANAS SOUTH,108197,DHAMUA DAKSHIN
304,24 PARAGANAS SOUTH,108198,DHAMUA UTTAR
320,NADIA,110892,DHANANJAYPUR
305,BANKURA,108369,DHANARA
305,BANKURA,108412,DHANARA
321,PURULIA,111047,DHANARAH
313,HOWRAH,109668,DHANDALI
312,HOOGHLY,109408,DHANEKHALI-I
312,HOOGHLY,109409,DHANEKHALI-II
318,MEDINIPUR WEST,110471,DHANESWARPUR
316,MALDAH,109872,DHANGARA-BISHANPUR
308,COOCHBEHAR,108927,DHANGDHINGURI
703,Jhargram,110506,DHANGHORI
664,Alipurduar,109750,DHANIRAMPUR-I
664,Alipurduar,109751,DHANIRAMPUR-II
311,DINAJPUR UTTAR,109315,DHANKOIL
304,24 PARAGANAS SOUTH,108199,DHANPOTA
305,BANKURA,108451,DHANSIMLA
304,24 PARAGANAS SOUTH,108213,DHANURHAT
312,HOOGHLY,109475,DHANYAGORI
303,24 PARAGANAS NORTH,107848,DHANYAKURIA
304,24 PARAGANAS SOUTH,107981,DHAPDHAPI-I
304,24 PARAGANAS SOUTH,107982,DHAPDHAPI-II
303,24 PARAGANAS NORTH,107859,DHARAM PUKURIA
319,MURSHIDABAD,110621,DHARAMPUR
703,Jhargram,110229,DHARAMPUR
307,BIRBHUM,108777,DHARAMPUR
316,MALDAH,109969,DHARAMPUR
311,DINAJPUR UTTAR,109267,DHARAMPUR-I
311,DINAJPUR UTTAR,109268,DHARAMPUR-II
320,NADIA,110893,DHARMADA
314,JALPAIGURI,109826,DHARMAPUR
303,24 PARAGANAS NORTH,107884,DHARMAPUR-I
303,24 PARAGANAS NORTH,107885,DHARMAPUR-II
703,Jhargram,110368,DHARSA
304,24 PARAGANAS SOUTH,108264,DHASPARA SUMATINAGAR-I
304,24 PARAGANAS SOUTH,108265,DHASPARA SUMATINAGAR-II
306,PURBA BARDHAMAN,108591,DHATRIGRAM
307,BIRBHUM,108815,DHEKA
305,BANKURA,108431,DHEKIA
305,BANKURA,108413,DHEKO
321,PURULIA,110980,DHELATBAMU
318,MEDINIPUR WEST,110431,DHERUA
317,MEDINIPUR EAST,110053,DHOBABERIA
304,24 PARAGANAS SOUTH,108165,DHOLA
309,DARJEELING,260983,DHOOTRIA KALEJ VALLEY
320,NADIA,110841,DHORADAHA-I
320,NADIA,110842,DHORADAHA-II
304,24 PARAGANAS SOUTH,108133,DHOSA CHANDANESWAR
320,NADIA,110871,DHUBULIA-I
320,NADIA,110872,DHUBULIA-II
313,HOWRAH,109652,DHULAGARI
305,BANKURA,108452,DHULAI
313,HOWRAH,109695,DHULASIMLA
319,MURSHIDABAD,110599,DHULAURI
316,MALDAH,109907,DHUMPUR
303,24 PARAGANAS NORTH,107941,DHUTURDAHA
317,MEDINIPUR EAST,110025,DIBAKARPUR
304,24 PARAGANAS SOUTH,108253,DIGAMBARPUR
321,PURULIA,111060,DIGHA
320,NADIA,110843,DIGHAL KANDI
305,BANKURA,108351,DIGHALGRAM
303,24 PARAGANAS NORTH,107906,DIGHARA MALIKBERIA
303,24 PARAGANAS NORTH,107860,DIGHARI
321,PURULIA,111057,DIGHI
304,24 PARAGANAS SOUTH,108069,DIGHIRPAR
304,24 PARAGANAS SOUTH,108230,DIGHIRPAR-BAKULTALA
320,NADIA,110865,DIGNAGAR
306,PURBA BARDHAMAN,108482,DIGNAGAR-I
306,PURBA BARDHAMAN,108483,DIGNAGAR-II
312,HOOGHLY,109396,DIGSUIHOYERA
312,HOOGHLY,109515,DIHIBADPUR
304,24 PARAGANAS SOUTH,108200,DIHIKALAS
313,HOWRAH,109677,DIHIMONDALGHAT-I
313,HOWRAH,109678,DIHIMONDALGHAT-II
305,BANKURA,108453,DIHIPARA
312,HOOGHLY,109452,DILAKASH
321,PURULIA,111088,DIMDIHA
313,HOWRAH,109669,DINGAKHOLA
308,COOCHBEHAR,108956,DINHATA VILL-I
308,COOCHBEHAR,108957,DINHATA VILL-II
704,PASCHIM BARDHAMAN,108573,DOBRANA
319,MURSHIDABAD,110746,DOGACHHI NAPARA
306,PURBA BARDHAMAN,108707,DOGACHHIA
320,NADIA,110894,DOGACHHIA
320,NADIA,110866,DOGACHI
307,BIRBHUM,108919,DOMDAMA
313,HOWRAH,109610,DOMJUR
704,PASCHIM BARDHAMAN,108494,DOMOHANI
311,DINAJPUR UTTAR,109324,DOMOHONA
314,JALPAIGURI,109827,DOMOHONI-I
314,JALPAIGURI,109828,DOMOHONI-II
304,24 PARAGANAS SOUTH,108058,DONGARIA RAIPUR
316,MALDAH,109922,DOULATNAGAR
702,KALIMPONG,261002,DR. GRAHAMS HOMES
318,MEDINIPUR WEST,110300,DUAN-I
318,MEDINIPUR WEST,110301,DUAN-II
317,MEDINIPUR EAST,110066,DUBDA
321,PURULIA,111070,DUBRA
320,NADIA,110771,DUBRA
703,Jhargram,110369,DUBRA
305,BANKURA,108445,DUBRAJPUR
318,MEDINIPUR WEST,110284,DUDHKOMRA
703,Jhargram,110380,DUDHKUNDI
313,HOWRAH,109653,DUILA
317,MEDINIPUR EAST,110032,DULALPUR
303,24 PARAGANAS NORTH,107929,DULDULI
303,24 PARAGANAS NORTH,107886,DUMA
312,HOOGHLY,109363,DUMURDAHANITYANANDAPUR-I
312,HOOGHLY,109364,DUMURDAHANITYANANDAPUR-II
307,BIRBHUM,108834,DUMURGRAM
305,BANKURA,108414,DUNDAR
702,KALIMPONG,261003,DUNGRA
307,BIRBHUM,108891,DUNIGRAM
309,DARJEELING,261048,DUPTIN
304,24 PARAGANAS SOUTH,108254,DURBACHATI
303,24 PARAGANAS NORTH,107961,DURGAMANDOP
306,PURBA BARDHAMAN,108678,DURGAPUR
311,DINAJPUR UTTAR,109300,DURGAPUR
304,24 PARAGANAS SOUTH,108012,DURGAPUR
313,HOWRAH,109600,DURGAPUR ABHAYNAGAR-I
313,HOWRAH,109601,DURGAPUR ABHAYNAGAR-II
321,PURULIA,111089,DURKU
311,DINAJPUR UTTAR,109301,DURLOVPUR
317,MEDINIPUR EAST,110041,DURMUTH
320,NADIA,110916,DUTTAFULIA
307,BIRBHUM,108797,DWARAKA
312,HOOGHLY,109440,DWARHATTA
305,BANKURA,108474,DWARIKA-GOSSAINPUR
310,DINAJPUR DAKSHIN,109239,DWIPKHANDA
704,PASCHIM BARDHAMAN,108741,EGRA
304,24 PARAGANAS SOUTH,108185,EKTARA
312,HOOGHLY,109365,EKTARPUR
310,DINAJPUR DAKSHIN,109195,ELLAHABAD
318,MEDINIPUR WEST,110402,ENAYETPUR
316,MALDAH,109970,ENAYETPUR
306,PURBA BARDHAMAN,108488,ERAL
703,Jhargram,110238,ERGODA
319,MURSHIDABAD,110650,EROALI
306,PURBA BARDHAMAN,108509,ERUAR
704,PASCHIM BARDHAMAN,108749,ETHORA
320,NADIA,110879,FAKIRDANGA GHOLAPARA
664,Alipurduar,109753,FALAKATA-II
308,COOCHBEHAR,109044,FALIMARI
308,COOCHBEHAR,108940,FALMARI
304,24 PARAGANAS SOUTH,108108,FALTA
303,24 PARAGANAS NORTH,107819,FALTI BELIAGHATA
320,NADIA,110820,FARIDPUR
319,MURSHIDABAD,110631,FARIDPUR
304,24 PARAGANAS SOUTH,108109,FATEPUR
320,NADIA,110811,FATEPUR
304,24 PARAGANAS SOUTH,108001,FOOLMALANCHA
304,24 PARAGANAS SOUTH,108242,FREZARGANJ
308,COOCHBEHAR,108987,FULBARI
314,JALPAIGURI,109847,FULBARI-I
314,JALPAIGURI,109848,FULBARI-II
316,MALDAH,109879,FULBARIA
320,NADIA,110930,FULIA TOWNSHIP
305,BANKURA,108415,FULKUSMA
305,BANKURA,108463,FULMATI
303,24 PARAGANAS NORTH,107887,FULSARA
307,BIRBHUM,108903,FULUR
312,HOOGHLY,109453,FURFURA
304,24 PARAGANAS SOUTH,108144,FUTIGODA
304,24 PARAGANAS SOUTH,108255,G PLOT
304,24 PARAGANAS SOUTH,108214,GABBERIA
319,MURSHIDABAD,110572,GADDA
314,JALPAIGURI,109737,GADHEARKUTHI
318,MEDINIPUR WEST,110390,GAGANESWAR
321,PURULIA,111032,GAGNABAD
311,DINAJPUR UTTAR,109287,GAISAL-I
311,DINAJPUR UTTAR,109288,GAISAL-II
304,24 PARAGANAS SOUTH,108059,GAJA POYALI
319,MURSHIDABAD,110747,GAJINAGAR MALANCHA
304,24 PARAGANAS SOUTH,108166,GAJIPUR
320,NADIA,110804,GAJNA
306,PURBA BARDHAMAN,108550,GALSI
313,HOWRAH,109642,GANGADHARPUR
312,HOOGHLY,109376,GANGADHARPUR
305,BANKURA,108329,GANGAJALGHATI
303,24 PARAGANAS NORTH,107861,GANGANANDAPUR
316,MALDAH,109945,GANGAPRASAD
310,DINAJPUR DAKSHIN,109205,GANGARAMPUR
304,24 PARAGANAS SOUTH,108266,GANGASAGAR
306,PURBA BARDHAMAN,108621,GANGATIKURI
307,BIRBHUM,108877,GANGMURI-JOYPUR
303,24 PARAGANAS NORTH,107862,GANGRAPOTA
310,DINAJPUR DAKSHIN,109196,GANGURIA
321,PURULIA,111090,GARAFUSRA
319,MURSHIDABAD,110601,GARAIMARI
314,JALPAIGURI,109765,GARALBARI
312,HOOGHLY,109387,GARALGACHHA
318,MEDINIPUR WEST,110316,GARANGA
317,MEDINIPUR EAST,110015,GARBARI-I
317,MEDINIPUR EAST,110016,GARBARI-II
313,HOWRAH,109684,GARBHABANIPUR-SONATALA
304,24 PARAGANAS SOUTH,108145,GARDOANI
305,BANKURA,108440,GARGARIA
318,MEDINIPUR WEST,110317,GARHBETA
317,MEDINIPUR EAST,110101,GARHKAMALPUR
