location_id,state_code,state_name,district_code,district_name,subdistrict_code,subdistrict_name,block_code,block_name,localbody_code,localbody_name,village_code,village_name,village_status,census_2011_code
MED-WB-VIL-000001,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107778,AMDANGA,323032,Amdanga,Inhabitant,323032.0
MED-WB-VIL-000002,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322988,Anakha,Inhabitant,322988.0
MED-WB-VIL-000003,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107778,AMDANGA,323046,Arkhali,Inhabitant,323046.0
MED-WB-VIL-000004,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323063,Atghara,Inhabitant,323063.0
MED-WB-VIL-000005,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323020,Bahirpur,Inhabitant,323020.0
MED-WB-VIL-000006,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323042,Baichhigachhi,Inhabitant,323042.0
MED-WB-VIL-000007,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322992,Baikunthapur,Inhabitant,322992.0
MED-WB-VIL-000008,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323041,Bargachhia,Inhabitant,323041.0
MED-WB-VIL-000009,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107780,BODAI,323053,Belu,Inhabitant,323053.0
MED-WB-VIL-000010,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323056,Beraberia,Inhabitant,323056.0
MED-WB-VIL-000011,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322986,Bhaluka,Inhabitant,322986.0
MED-WB-VIL-000012,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323060,Bijoypur,Inhabitant,323060.0
MED-WB-VIL-000013,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107780,BODAI,323044,Bodai,Inhabitant,323044.0
MED-WB-VIL-000014,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107780,BODAI,323055,Chakbelu,Inhabitant,323055.0
MED-WB-VIL-000015,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323015,Chandigor,Inhabitant,323015.0
MED-WB-VIL-000016,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323022,Chankia,Inhabitant,323022.0
MED-WB-VIL-000017,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323059,Chharuhat,Inhabitant,323059.0
MED-WB-VIL-000018,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,322998,Dadpur,Inhabitant,322998.0
MED-WB-VIL-000019,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107780,BODAI,323043,Dangatanga Tangi,Inhabitant,323043.0
MED-WB-VIL-000020,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323013,Dariapur,Inhabitant,323013.0
MED-WB-VIL-000021,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,323066,Dhania (CT),Inhabitant,323066.0
MED-WB-VIL-000022,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107780,BODAI,323052,Durlabhpur,Inhabitant,323052.0
MED-WB-VIL-000023,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323028,Gajbanda,Inhabitant,323028.0
MED-WB-VIL-000024,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323038,Guma,Inhabitant,323038.0
MED-WB-VIL-000025,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323018,Hamidpur,Inhabitant,323018.0
MED-WB-VIL-000026,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322989,Harapur,Inhabitant,322989.0
MED-WB-VIL-000027,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322994,Harbati,Inhabitant,322994.0
MED-WB-VIL-000028,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323065,Harpara,Inhabitant,323065.0
MED-WB-VIL-000029,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323026,Hekampur,Inhabitant,323026.0
MED-WB-VIL-000030,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323008,Hisabi,Inhabitant,323008.0
MED-WB-VIL-000031,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323005,Jaypur,Inhabitant,323005.0
MED-WB-VIL-000032,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323007,Jirat,Inhabitant,323007.0
MED-WB-VIL-000033,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323003,Kaipukharia,Inhabitant,323003.0
MED-WB-VIL-000034,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107778,AMDANGA,323049,Kamdebpur,Inhabitant,323049.0
MED-WB-VIL-000035,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323000,Kanchiara,Inhabitant,323000.0
MED-WB-VIL-000036,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323002,Kasarpara,Inhabitant,323002.0
MED-WB-VIL-000037,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107778,AMDANGA,323047,Khalia,Inhabitant,323047.0
MED-WB-VIL-000038,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107778,AMDANGA,323045,Khandasharkara,Inhabitant,323045.0
MED-WB-VIL-000039,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323011,Kharu,Inhabitant,323011.0
MED-WB-VIL-000040,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323024,Komarduni,Inhabitant,323024.0
MED-WB-VIL-000041,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323027,Kuchiapara,Inhabitant,323027.0
MED-WB-VIL-000042,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322987,Kundapara,Inhabitant,322987.0
MED-WB-VIL-000043,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323037,Kushdanga,Inhabitant,323037.0
MED-WB-VIL-000044,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322991,Madanpur,Inhabitant,322991.0
MED-WB-VIL-000045,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323064,Madhabpur,Inhabitant,323064.0
MED-WB-VIL-000046,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,322999,Maganpur,Un-Inhabitant,322999.0
MED-WB-VIL-000047,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,322996,Mahadebpur,Inhabitant,322996.0
MED-WB-VIL-000048,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322990,Maricha,Inhabitant,322990.0
MED-WB-VIL-000049,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107780,BODAI,323051,Mathura,Inhabitant,323051.0
MED-WB-VIL-000050,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107780,BODAI,323050,Mirhati,Inhabitant,323050.0
MED-WB-VIL-000051,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323017,Napara,Inhabitant,323017.0
MED-WB-VIL-000052,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323061,Narayanpur,Inhabitant,323061.0
MED-WB-VIL-000053,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323014,Nima,Inhabitant,323014.0
MED-WB-VIL-000054,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323025,Padmanavpur,Inhabitant,323025.0
MED-WB-VIL-000055,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323029,Panchagharia,Inhabitant,323029.0
MED-WB-VIL-000056,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323016,Panchpota,Inhabitant,323016.0
MED-WB-VIL-000057,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322995,Pashardanga,Inhabitant,322995.0
MED-WB-VIL-000058,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323021,Prabhakarkati,Inhabitant,323021.0
MED-WB-VIL-000059,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323033,Rafipur,Inhabitant,323033.0
MED-WB-VIL-000060,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107778,AMDANGA,323031,Rahana,Inhabitant,323031.0
MED-WB-VIL-000061,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107782,MARICHA,322993,Rajberia,Inhabitant,322993.0
MED-WB-VIL-000062,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323030,Rampur,Inhabitant,323030.0
MED-WB-VIL-000063,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323054,Ratanpur,Inhabitant,323054.0
MED-WB-VIL-000064,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323023,Rautara,Inhabitant,323023.0
MED-WB-VIL-000065,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323034,Raypur,Inhabitant,323034.0
MED-WB-VIL-000066,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323009,Sadhanpur,Inhabitant,323009.0
MED-WB-VIL-000067,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323057,Sahapur,Inhabitant,323057.0
MED-WB-VIL-000068,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323062,Sar Padihi,Inhabitant,323062.0
MED-WB-VIL-000069,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323019,Shashipur,Inhabitant,323019.0
MED-WB-VIL-000070,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323006,Shirashini,Inhabitant,323006.0
MED-WB-VIL-000071,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323036,Shrirampur,Inhabitant,323036.0
MED-WB-VIL-000072,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107781,CHANDIGARH,323012,Sikra,Inhabitant,323012.0
MED-WB-VIL-000073,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107778,AMDANGA,323048,Sonadanga,Inhabitant,323048.0
MED-WB-VIL-000074,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107779,BERABERIA,323058,Tababeria,Inhabitant,323058.0
MED-WB-VIL-000075,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323040,Tapanpur,Inhabitant,323040.0
MED-WB-VIL-000076,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323035,Tarabaria,Inhabitant,323035.0
MED-WB-VIL-000077,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107784,TARABERIA,323039,Tentulia,Inhabitant,323039.0
MED-WB-VIL-000078,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107783,SADHANPUR,323010,Uludanga,Inhabitant,323010.0
MED-WB-VIL-000079,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,323001,Urala,Inhabitant,323001.0
MED-WB-VIL-000080,19,WEST BENGAL,303,24 PARAGANAS NORTH,2322,Amdanga,2723,AMDANGA,107777,ADHATA,322997,Uttar Durllabhpur,Inhabitant,322997.0
MED-WB-VIL-000081,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107790,JADURHATI DAKSHIN,323464,Agapur,Inhabitant,323464.0
MED-WB-VIL-000082,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323476,Arsula,Inhabitant,323476.0
MED-WB-VIL-000083,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107793,JASIKATI ATGHARA,323448,Atghara,Inhabitant,323448.0
MED-WB-VIL-000084,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107796,RAMCHANDRAPUR UDAY,323444,Atlia,Inhabitant,323444.0
MED-WB-VIL-000085,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107785,ATURIA,323500,Aturia,Inhabitant,323500.0
MED-WB-VIL-000086,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107786,BAGJOLA,323428,Bagjola,Inhabitant,323428.0
MED-WB-VIL-000087,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107787,BAJITPUR,323491,Bajitpur,Inhabitant,323491.0
MED-WB-VIL-000088,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107798,SAYESTANAGAR-II,323495,Bakra Chandirbaor,Inhabitant,323495.0
MED-WB-VIL-000089,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323470,Basudebpur,Inhabitant,323470.0
MED-WB-VIL-000090,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107786,BAGJOLA,323424,Begampur,Inhabitant,323424.0
MED-WB-VIL-000091,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107785,ATURIA,323497,Belgaria,Inhabitant,323497.0
MED-WB-VIL-000092,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107788,CHANDIPUR,323432,Bena,Inhabitant,323432.0
MED-WB-VIL-000093,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323485,Bishnupur,Inhabitant,323485.0
MED-WB-VIL-000094,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107796,RAMCHANDRAPUR UDAY,323446,Buruj,Inhabitant,323446.0
MED-WB-VIL-000095,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323481,Chak Khamarpur,Inhabitant,323481.0
MED-WB-VIL-000096,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107797,SAYESTANAGAR-I,323508,Chak Labanga,Inhabitant,323508.0
MED-WB-VIL-000097,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107788,CHANDIPUR,323423,Chandipur,Inhabitant,323423.0
MED-WB-VIL-000098,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107786,BAGJOLA,323451,Chandpur,Inhabitant,323451.0
MED-WB-VIL-000099,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107789,CHHATRA,323510,Dakshin Chatra (CT),Inhabitant,323510.0
MED-WB-VIL-000100,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323480,Dakshindiara,Inhabitant,323480.0
MED-WB-VIL-000101,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107790,JADURHATI DAKSHIN,323466,Dakshin Shibpur,Inhabitant,323466.0
MED-WB-VIL-000102,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323461,Dari Gobindapur,Inhabitant,323461.0
MED-WB-VIL-000103,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107788,CHANDIPUR,323420,Dauki,Inhabitant,323420.0
MED-WB-VIL-000104,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107787,BAJITPUR,323489,Fatullapur,Inhabitant,323489.0
MED-WB-VIL-000105,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107798,SAYESTANAGAR-II,323493,Gandharbbapur,Inhabitant,323493.0
MED-WB-VIL-000106,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107788,CHANDIPUR,323421,Ghoragachha,Inhabitant,323421.0
MED-WB-VIL-000107,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107789,CHHATRA,323414,Ghoshpur,Inhabitant,323414.0
MED-WB-VIL-000108,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107790,JADURHATI DAKSHIN,323469,Gokna,Inhabitant,323469.0
MED-WB-VIL-000109,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107795,RAGHUNATHPUR,323474,Gurudaha,Inhabitant,323474.0
MED-WB-VIL-000110,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107786,BAGJOLA,323450,Haidarpur,Inhabitant,323450.0
MED-WB-VIL-000111,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107796,RAMCHANDRAPUR UDAY,323435,Hugle,Inhabitant,323435.0
MED-WB-VIL-000112,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107795,RAGHUNATHPUR,323477,Ishwarigachha,Inhabitant,323477.0
MED-WB-VIL-000113,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107790,JADURHATI DAKSHIN,323467,Jadurhati,Inhabitant,323467.0
MED-WB-VIL-000114,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107790,JADURHATI DAKSHIN,323465,Jadurhati Khaspur,Inhabitant,323465.0
MED-WB-VIL-000115,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323483,Jagannathpur,Inhabitant,323483.0
MED-WB-VIL-000116,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323457,Jangalpur,Inhabitant,323457.0
MED-WB-VIL-000117,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107793,JASIKATI ATGHARA,323454,Jashaikati,Inhabitant,323454.0
MED-WB-VIL-000118,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107797,SAYESTANAGAR-I,323505,Joypur,Inhabitant,323505.0
MED-WB-VIL-000119,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107793,JASIKATI ATGHARA,323453,Kalinga,Inhabitant,323453.0
MED-WB-VIL-000120,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107794,NAYABASTIA MILANI,323441,Kankrasuti,Inhabitant,323441.0
MED-WB-VIL-000121,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107786,BAGJOLA,323431,Kanupur,Inhabitant,323431.0
MED-WB-VIL-000122,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107785,ATURIA,323496,Katia,Inhabitant,323496.0
MED-WB-VIL-000123,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107785,ATURIA,323492,Kefayetkati,Inhabitant,323492.0
MED-WB-VIL-000124,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107788,CHANDIPUR,323434,Keutsa,Inhabitant,323434.0
MED-WB-VIL-000125,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323486,Khamarpara,Inhabitant,323486.0
MED-WB-VIL-000126,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107786,BAGJOLA,323427,Kirttipur,Inhabitant,323427.0
MED-WB-VIL-000127,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107789,CHHATRA,323418,Kotalber,Inhabitant,323418.0
MED-WB-VIL-000128,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107794,NAYABASTIA MILANI,323438,Kulia,Inhabitant,323438.0
MED-WB-VIL-000129,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107797,SAYESTANAGAR-I,323507,Kusadanga,Inhabitant,323507.0
MED-WB-VIL-000130,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107797,SAYESTANAGAR-I,323506,Labanga,Inhabitant,323506.0
MED-WB-VIL-000131,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107797,SAYESTANAGAR-I,323503,Magurali,Inhabitant,323503.0
MED-WB-VIL-000132,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107797,SAYESTANAGAR-I,323501,Magurali Satpai,Inhabitant,323501.0
MED-WB-VIL-000133,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323488,Magurati Shrirampur,Inhabitant,323488.0
MED-WB-VIL-000134,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107792,JAGANNATHPUR,323484,Mahespur,Inhabitant,323484.0
MED-WB-VIL-000135,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107795,RAGHUNATHPUR,323471,Maleapur,Inhabitant,323471.0
MED-WB-VIL-000136,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323459,Mamudpur,Inhabitant,323459.0
MED-WB-VIL-000137,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107786,BAGJOLA,323429,Mandra,Inhabitant,323429.0
MED-WB-VIL-000138,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107796,RAMCHANDRAPUR UDAY,323442,Masia,Inhabitant,323442.0
MED-WB-VIL-000139,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107794,NAYABASTIA MILANI,323440,Media,Inhabitant,323440.0
MED-WB-VIL-000140,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107790,JADURHATI DAKSHIN,323463,Mrijapur Uttar,Inhabitant,323463.0
MED-WB-VIL-000141,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107794,NAYABASTIA MILANI,323439,Nabastia,Inhabitant,323439.0
MED-WB-VIL-000142,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323455,Narayanpur,Inhabitant,323455.0
MED-WB-VIL-000143,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107796,RAMCHANDRAPUR UDAY,323445,Narikelberia,Inhabitant,323445.0
MED-WB-VIL-000144,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107795,RAGHUNATHPUR,323473,Naturia,Inhabitant,323473.0
MED-WB-VIL-000145,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323472,Naturia Srirampur,Inhabitant,323472.0
MED-WB-VIL-000146,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323456,Nowapara,Inhabitant,323456.0
MED-WB-VIL-000147,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107795,RAGHUNATHPUR,323475,Padmapukur,Inhabitant,323475.0
MED-WB-VIL-000148,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107785,ATURIA,323498,Palta,Inhabitant,323498.0
MED-WB-VIL-000149,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323458,Panji,Inhabitant,323458.0
MED-WB-VIL-000150,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107789,CHHATRA,323416,Papila,Inhabitant,323416.0
MED-WB-VIL-000151,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107785,ATURIA,323499,Paschim Jaynagar,Inhabitant,323499.0
MED-WB-VIL-000152,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,Baduria,2724,BADURIA,107791,JADURHATI UTTAR,323460,Pingaleswar,Inhabitant,323460.0
